thrust time (ms),thrust (N),burn time (s),Pc (psi),Pc time (ms),burn time (s),Interpolated Pc,At (in$2),Ctau
1713734925592,195.86,16.408,119.46584,1713734916313,7.131,,,
1713734925602,196.31,16.418,119.32204,1713734916316,7.134,,,
1713734925613,194.39,16.429,119.47875,1713734916319,7.137,,,
1713734925625,192.84,16.441,119.34136,1713734916327,7.145,,,
1713734925634,192.04,16.45,119.31024,1713734916331,7.149,,,
1713734925646,190.37,16.462,119.39592,1713734916334,7.152,,,
1713734925658,188.34,16.474,119.53447,1713734916337,7.155,,,
1713734925671,186.6,16.487,119.76771,1713734916343,7.161,,,
1713734925679,186.5,16.495,119.38948,1713734916347,7.165,,,
1713734925691,183.87,16.507,119.58573,1713734916350,7.168,,,
1713734925699,182.62,16.515,119.36939,1713734916356,7.174,,,
1713734925711,181.68,16.527,119.64632,1713734916359,7.177,,,
1713734925723,179.08,16.539,119.55116,1713734916363,7.181,,,
1713734925732,178.81,16.548,119.75653,1713734916369,7.187,,,
1713734925744,176.73,16.56,119.49294,1713734916372,7.19,,,
1713734925752,173.17,16.568,119.55569,1713734916378,7.196,,,
1713734925765,170.65,16.581,119.5577,1713734916381,7.199,,,
1713734925776,170.27,16.592,119.67713,1713734916384,7.202,,,
1713734925785,169.98,16.601,119.72464,1713734916387,7.205,,,
1713734925797,167.96,16.613,119.77715,1713734916390,7.208,,,
1713734925809,166.6,16.625,119.78387,1713734916394,7.212,,,
1713734925818,163.39,16.634,119.63132,1713734916398,7.216,,,
1713734925830,161.16,16.646,119.25004,1713734916401,7.219,,,
1713734925842,159.75,16.658,119.54854,1713734916404,7.222,,,
1713734925850,158.58,16.666,119.49699,1713734916407,7.225,,,
1713734925863,154.71,16.679,118.96619,1713734916418,7.236,,,
1713734925875,154.01,16.691,118.93329,1713734916421,7.239,,,
1713734925883,154.26,16.699,119.01504,1713734916423,7.241,,,
1713734925895,146.23,16.711,118.85661,1713734916426,7.244,,,
1713734925907,150.2,16.723,118.7525,1713734916428,7.246,,,
1713734925916,151.1,16.732,119.05177,1713734916431,7.249,,,
1713734925928,148.49,16.744,118.78655,1713734916434,7.252,,,
1713734925940,152.26,16.756,118.6863,1713734916436,7.254,,,
1713734925949,154.01,16.765,118.64363,1713734916439,7.257,,,
1713734925961,148.85,16.777,118.68446,1713734916442,7.26,,,
1713734925973,143.94,16.789,118.37218,1713734916444,7.262,,,
1713734925981,140.9,16.797,118.41963,1713734916447,7.265,,,
1713734925994,137.51,16.81,118.53588,1713734916450,7.268,,,
1713734926002,142.12,16.818,118.21977,1713734916452,7.27,,,
1713734926014,141.49,16.83,118.12924,1713734916455,7.273,,,
1713734926026,134.24,16.842,118.14558,1713734916458,7.276,,,
1713734926035,141.52,16.851,118.07452,1713734916460,7.278,,,
1713734926047,140.92,16.863,117.9757,1713734916463,7.281,,,
1713734926061,132.17,16.877,117.99584,1713734916466,7.284,,,
1713734926069,128.52,16.885,118.20645,1713734916468,7.286,,,
1713734926080,129.89,16.896,118.00249,1713734916471,7.289,,,
1713734926092,125.8,16.908,118.00549,1713734916474,7.292,,,
1713734926100,125.93,16.916,118.34226,1713734916476,7.294,,,
1713734926112,130.22,16.928,118.48554,1713734916479,7.297,,,
1713734926124,133.25,16.94,118.39505,1713734916482,7.3,,,
1713734926133,114.06,16.949,118.43348,1713734916484,7.302,,,
1713734926145,108.26,16.961,118.73492,1713734916494,7.312,,,
1713734926157,104.01,16.973,118.46848,1713734916497,7.315,,,
1713734926166,98.2,16.982,118.369,1713734916500,7.318,,,
1713734926178,99.98,16.994,118.76115,1713734916502,7.32,,,
1713734926190,109.38,17.006,118.47144,1713734916505,7.323,,,
1713734926198,115.11,17.014,118.46724,1713734916507,7.325,,,
1713734926211,113.27,17.027,118.60922,1713734916510,7.328,,,
1713734926223,116,17.039,118.69519,1713734916512,7.33,,,
1713734926231,114.96,17.047,118.62839,1713734916515,7.333,,,
1713734926243,98.14,17.059,118.78414,1713734916518,7.336,,,
1713734926252,93.82,17.068,118.9438,1713734916520,7.338,,,
1713734926264,90.78,17.08,119.06648,1713734916535,7.353,,,
1713734926276,92.75,17.092,119.4485,1713734916537,7.355,,,
1713734926284,88.49,17.1,119.47632,1713734916540,7.358,,,
1713734926297,88.27,17.113,119.43285,1713734916543,7.361,,,
1713734926305,90.6,17.121,119.62674,1713734916556,7.374,,,
1713734926317,87.92,17.133,119.40431,1713734916559,7.377,,,
1713734926329,85.78,17.145,119.30924,1713734916562,7.38,,,
1713734926341,80.89,17.157,119.49919,1713734916565,7.383,,,
1713734926350,76.39,17.166,119.44112,1713734916568,7.386,,,
1713734926365,76.06,17.181,119.48233,1713734916571,7.389,,,
1713734926371,80.79,17.187,119.82743,1713734916574,7.392,,,
1713734926383,83.53,17.199,119.78256,1713734916576,7.394,,,
1713734926395,83.46,17.211,119.76966,1713734916579,7.397,,,
1713734926405,74.31,17.221,119.9793,1713734916582,7.4,,,
1713734926415,77.58,17.231,119.77073,1713734916585,7.403,,,
1713734926428,77.21,17.244,119.57646,1713734916588,7.406,,,
1713734926436,74.67,17.252,119.70877,1713734916591,7.409,,,
1713734926448,78.73,17.264,119.58054,1713734916594,7.412,,,
1713734926461,76.78,17.277,119.25632,1713734916596,7.414,,,
1713734926469,72.27,17.285,119.31157,1713734916599,7.417,,,
1713734926481,73.62,17.297,119.32743,1713734916603,7.421,,,
1713734926493,75.73,17.309,119.09791,1713734916606,7.424,,,
1713734926501,78.58,17.317,119.28847,1713734916608,7.426,,,
1713734926514,73.52,17.33,119.55397,1713734916611,7.429,,,
1713734926526,70.42,17.342,119.50972,1713734916614,7.432,,,
1713734926534,71.53,17.35,119.72197,1713734916617,7.435,,,
1713734926546,77.98,17.362,119.88295,1713734916620,7.438,,,
1713734926556,75.9,17.372,119.81786,1713734916630,7.448,,,
1713734926568,74.38,17.384,119.86913,1713734916633,7.451,,,
1713734926579,68.07,17.395,120.25078,1713734916636,7.454,,,
1713734926588,70.08,17.404,120.15606,1713734916639,7.457,,,
1713734926600,72.64,17.416,120.29147,1713734916642,7.46,,,
1713734926612,67.59,17.428,119.97627,1713734916645,7.463,,,
1713734926620,72.26,17.436,120.02159,1713734916651,7.469,,,
1713734926633,71.06,17.449,120.13486,1713734916654,7.472,,,
1713734926645,67.71,17.461,119.97548,1713734916657,7.475,,,
1713734926656,67.18,17.472,120.20867,1713734916660,7.478,,,
1713734926668,68.88,17.484,120.31296,1713734916667,7.485,,,
1713734926678,72.29,17.494,120.74891,1713734916670,7.488,,,
1713734926686,68.2,17.502,120.82126,1713734916672,7.49,,,
1713734926698,65.26,17.514,120.53125,1713734916675,7.493,,,
1713734926710,70.23,17.526,120.30219,1713734916686,7.504,,,
1713734926719,73.93,17.535,120.36765,1713734916689,7.507,,,
1713734926731,66.62,17.547,120.11348,1713734916692,7.51,,,
1713734926744,65.18,17.56,120.34108,1713734916695,7.513,,,
1713734926751,67.92,17.567,120.16891,1713734916702,7.52,,,
1713734926764,71.99,17.58,120.31578,1713734916705,7.523,,,
1713734926776,72.16,17.592,120.42519,1713734916708,7.526,,,
1713734926784,59.54,17.6,120.03161,1713734916711,7.529,,,
1713734926796,69.42,17.612,120.03953,1713734916714,7.532,,,
1713734926805,74.6,17.621,120.04914,1713734916716,7.534,,,
1713734926817,68.58,17.633,120.31566,1713734916731,7.549,,,
1713734926829,67.78,17.645,120.50896,1713734916734,7.552,,,
1713734926837,70.63,17.653,120.30812,1713734916737,7.555,,,
1713734926849,73.56,17.665,120.13525,1713734916740,7.558,,,
1713734926862,66.56,17.678,120.21894,1713734916743,7.561,,,
1713734926870,49.59,17.686,120.34915,1713734916754,7.572,,,
1713734926883,26.1,17.699,120.20697,1713734916757,7.575,,,
1713734926895,18.95,17.711,120.34842,1713734916759,7.577,,,
1713734926903,13.39,17.719,120.61809,1713734916762,7.58,,,
1713734926915,12,17.731,120.50866,1713734916765,7.583,,,
1713734926934,12.99,17.75,120.43391,1713734916768,7.586,,,
1713734926936,12.28,17.752,120.5613,1713734916779,7.597,,,
1713734926948,13.05,17.764,120.23183,1713734916782,7.6,,,
1713734926960,13.06,17.776,120.22476,1713734916785,7.603,,,
1713734926969,11.4,17.785,120.11278,1713734916787,7.605,,,
1713734926981,11.71,17.797,120.2121,1713734916794,7.612,,,
1713734926993,11.15,17.809,120.4609,1713734916797,7.615,,,
1713734927001,10.98,17.817,120.34075,1713734916800,7.618,,,
,,,120.43048,1713734916803,7.621,,,
,,,120.31576,1713734916810,7.628,,,
,,,120.45027,1713734916813,7.631,,,
,,,120.79217,1713734916816,7.634,,,
,,,120.85215,1713734916819,7.637,,,
,,,120.78749,1713734916830,7.648,,,
,,,121.06578,1713734916833,7.651,,,
,,,121.05433,1713734916835,7.653,,,
,,,121.0333,1713734916838,7.656,,,
,,,121.4256,1713734916849,7.667,,,
,,,121.5518,1713734916852,7.67,,,
,,,121.39883,1713734916855,7.673,,,
,,,121.40522,1713734916858,7.676,,,
,,,121.33355,1713734916860,7.678,,,
,,,121.15477,1713734916871,7.689,,,
,,,121.26744,1713734916874,7.692,,,
,,,121.50222,1713734916877,7.695,,,
,,,121.36396,1713734916880,7.698,,,
,,,121.26964,1713734916884,7.702,,,
,,,121.36203,1713734916894,7.712,,,
,,,121.49536,1713734916897,7.715,,,
,,,121.29602,1713734916900,7.718,,,
,,,121.40989,1713734916903,7.721,,,
,,,121.42551,1713734916905,7.723,,,
,,,121.05418,1713734916917,7.735,,,
,,,121.18499,1713734916920,7.738,,,
,,,121.37768,1713734916923,7.741,,,
,,,121.24278,1713734916926,7.744,,,
,,,121.08157,1713734916929,7.747,,,
,,,120.77239,1713734916935,7.753,,,
,,,120.77401,1713734916938,7.756,,,
,,,120.85475,1713734916941,7.759,,,
,,,120.75254,1713734916944,7.762,,,
,,,120.69806,1713734916947,7.765,,,
,,,120.83065,1713734916958,7.776,,,
,,,120.61961,1713734916961,7.779,,,
,,,120.23882,1713734916963,7.781,,,
,,,120.34887,1713734916966,7.784,,,
,,,120.22869,1713734916969,7.787,,,
,,,119.99859,1713734916972,7.79,,,
,,,120.02496,1713734916983,7.801,,,
,,,120.08703,1713734916986,7.804,,,
,,,119.74483,1713734916989,7.807,,,
,,,119.75779,1713734916991,7.809,,,
,,,120.21867,1713734916994,7.812,,,
,,,120.29043,1713734917005,7.823,,,
,,,120.33643,1713734917008,7.826,,,
,,,120.62358,1713734917011,7.829,,,
,,,120.68368,1713734917014,7.832,,,
,,,120.66985,1713734917017,7.835,,,
,,,120.6739,1713734917020,7.838,,,
,,,120.89834,1713734917031,7.849,,,
,,,120.80722,1713734917034,7.852,,,
,,,120.83638,1713734917037,7.855,,,
,,,120.9699,1713734917039,7.857,,,
,,,120.75303,1713734917050,7.868,,,
,,,120.55122,1713734917053,7.871,,,
,,,120.90485,1713734917063,7.881,,,
,,,121.08271,1713734917066,7.884,,,
,,,121.05054,1713734917069,7.887,,,
,,,121.0406,1713734917072,7.89,,,
,,,121.30864,1713734917083,7.901,,,
,,,121.54392,1713734917086,7.904,,,
,,,121.51424,1713734917094,7.912,,,
,,,121.27689,1713734917097,7.915,,,
,,,121.16946,1713734917100,7.918,,,
,,,121.17032,1713734917111,7.929,,,
,,,120.78342,1713734917115,7.933,,,
,,,120.91617,1713734917118,7.936,,,
,,,121.14824,1713734917120,7.938,,,
,,,120.81446,1713734917130,7.948,,,
,,,120.79132,1713734917136,7.954,,,
,,,120.58427,1713734917139,7.957,,,
,,,120.39907,1713734917142,7.96,,,
,,,120.45101,1713734917153,7.971,,,
,,,120.63704,1713734917156,7.974,,,
,,,120.49594,1713734917159,7.977,,,
,,,120.19414,1713734917161,7.979,,,
,,,120.14306,1713734917164,7.982,,,
,,,120.14429,1713734917170,7.988,,,
,,,120.50447,1713734917173,7.991,,,
,,,120.53204,1713734917176,7.994,,,
,,,120.47187,1713734917179,7.997,,,
,,,120.95016,1713734917182,8,,,
,,,121.00172,1713734917184,8.002,,,
,,,121.05191,1713734917187,8.005,,,
,,,121.43256,1713734917190,8.008,,,
,,,121.42248,1713734917193,8.011,,,
,,,121.37779,1713734917196,8.014,,,
,,,121.53089,1713734917199,8.017,,,
,,,121.41565,1713734917202,8.02,,,
,,,121.49237,1713734917205,8.023,,,
,,,121.83805,1713734917208,8.026,,,
,,,121.92873,1713734917211,8.029,,,
,,,121.88031,1713734917213,8.031,,,
,,,121.96524,1713734917217,8.035,,,
,,,121.8702,1713734917220,8.038,,,
,,,121.79378,1713734917227,8.045,,,
,,,121.42357,1713734917230,8.048,,,
,,,121.52682,1713734917233,8.051,,,
,,,121.7785,1713734917236,8.054,,,
,,,121.65211,1713734917239,8.057,,,
,,,121.53003,1713734917250,8.068,,,
,,,121.68405,1713734917253,8.071,,,
,,,121.58297,1713734917256,8.074,,,
,,,121.48273,1713734917259,8.077,,,
,,,121.79516,1713734917269,8.087,,,
,,,121.80146,1713734917272,8.09,,,
,,,121.66602,1713734917275,8.093,,,
,,,121.63028,1713734917278,8.096,,,
,,,121.33239,1713734917282,8.1,,,
,,,121.11986,1713734917285,8.103,,,
,,,120.86305,1713734917288,8.106,,,
,,,120.65623,1713734917291,8.109,,,
,,,120.59737,1713734917293,8.111,,,
,,,120.85284,1713734917296,8.114,,,
,,,121.12725,1713734917299,8.117,,,
,,,121.50577,1713734917302,8.12,,,
,,,121.76957,1713734917305,8.123,,,
,,,122.03347,1713734917308,8.126,,,
,,,122.11688,1713734917311,8.129,,,
,,,122.05324,1713734917313,8.131,,,
,,,122.0103,1713734917316,8.134,,,
,,,122.13462,1713734917320,8.138,,,
,,,122.16106,1713734917334,8.152,,,
,,,122.13994,1713734917337,8.155,,,
,,,122.50282,1713734917339,8.157,,,
,,,122.58685,1713734917342,8.16,,,
,,,122.28484,1713734917353,8.171,,,
,,,122.35779,1713734917356,8.174,,,
,,,122.51631,1713734917359,8.177,,,
,,,122.37519,1713734917362,8.18,,,
,,,122.46733,1713734917364,8.182,,,
,,,122.4365,1713734917367,8.185,,,
,,,122.3286,1713734917373,8.191,,,
,,,122.18266,1713734917376,8.194,,,
,,,122.00301,1713734917379,8.197,,,
,,,121.95521,1713734917382,8.2,,,
,,,122.1381,1713734917385,8.203,,,
,,,121.96121,1713734917388,8.206,,,
,,,122.08009,1713734917400,8.218,,,
,,,121.95018,1713734917405,8.223,,,
,,,121.82632,1713734917408,8.226,,,
,,,122.14487,1713734917411,8.229,,,
,,,122.23845,1713734917414,8.232,,,
,,,122.08099,1713734917417,8.235,,,
,,,122.02763,1713734917420,8.238,,,
,,,121.8605,1713734917435,8.253,,,
,,,121.95858,1713734917438,8.256,,,
,,,121.76461,1713734917440,8.258,,,
,,,121.58443,1713734917443,8.261,,,
,,,121.56933,1713734917447,8.265,,,
,,,121.46969,1713734917453,8.271,,,
,,,121.3449,1713734917456,8.274,,,
,,,121.34084,1713734917463,8.281,,,
,,,121.40256,1713734917468,8.286,,,
,,,121.54404,1713734917475,8.293,,,
,,,121.62891,1713734917480,8.298,,,
,,,121.64941,1713734917483,8.301,,,
,,,121.81885,1713734917488,8.306,,,
,,,121.75824,1713734917495,8.313,,,
,,,122.08543,1713734917498,8.316,,,
,,,122.15452,1713734917509,8.327,,,
,,,122.33446,1713734917512,8.33,,,
,,,122.49041,1713734917515,8.333,,,
,,,122.26229,1713734917518,8.336,,,
,,,122.31106,1713734917533,8.351,,,
,,,122.51903,1713734917536,8.354,,,
,,,122.88326,1713734917539,8.357,,,
,,,122.61143,1713734917542,8.36,,,
,,,122.31409,1713734917557,8.375,,,
,,,122.18661,1713734917560,8.378,,,
,,,122.0815,1713734917563,8.381,,,
,,,122.08041,1713734917566,8.384,,,
,,,122.28585,1713734917568,8.386,,,
,,,122.40429,1713734917572,8.39,,,
,,,122.23803,1713734917575,8.393,,,
,,,121.95983,1713734917579,8.397,,,
,,,121.5731,1713734917582,8.4,,,
,,,121.51607,1713734917585,8.403,,,
,,,121.678,1713734917588,8.406,,,
,,,121.58495,1713734917592,8.41,,,
,,,121.74378,1713734917595,8.413,,,
,,,121.76961,1713734917598,8.416,,,
,,,121.71453,1713734917600,8.418,,,
,,,121.78835,1713734917603,8.421,,,
,,,121.81238,1713734917606,8.424,,,
,,,121.64459,1713734917609,8.427,,,
,,,121.86084,1713734917612,8.43,,,
,,,122.04838,1713734917615,8.433,,,
,,,121.93303,1713734917618,8.436,,,
,,,122.04657,1713734917621,8.439,,,
,,,121.99925,1713734917626,8.444,,,
,,,121.97584,1713734917637,8.455,,,
,,,122.07641,1713734917642,8.46,,,
,,,122.04179,1713734917646,8.464,,,
,,,121.7396,1713734917655,8.473,,,
,,,121.9026,1713734917658,8.476,,,
,,,121.88162,1713734917670,8.488,,,
,,,122.00792,1713734917673,8.491,,,
,,,122.20748,1713734917676,8.494,,,
,,,122.25453,1713734917679,8.497,,,
,,,122.31512,1713734917685,8.503,,,
,,,122.22855,1713734917687,8.505,,,
,,,122.33089,1713734917695,8.513,,,
,,,122.23658,1713734917698,8.516,,,
,,,122.32948,1713734917700,8.518,,,
,,,122.15351,1713734917703,8.521,,,
,,,122.06942,1713734917718,8.536,,,
,,,121.98071,1713734917720,8.538,,,
,,,122.37325,1713734917728,8.546,,,
,,,122.47071,1713734917731,8.549,,,
,,,122.7844,1713734917734,8.552,,,
,,,123.07211,1713734917737,8.555,,,
,,,122.88789,1713734917740,8.558,,,
,,,122.61058,1713734917743,8.561,,,
,,,122.5029,1713734917746,8.564,,,
,,,122.38349,1713734917749,8.567,,,
,,,122.39634,1713734917752,8.57,,,
,,,122.34571,1713734917755,8.573,,,
,,,122.16296,1713734917758,8.576,,,
,,,122.30829,1713734917761,8.579,,,
,,,122.49537,1713734917764,8.582,,,
,,,122.64745,1713734917767,8.585,,,
,,,122.7477,1713734917770,8.588,,,
,,,122.37736,1713734917779,8.597,,,
,,,122.24033,1713734917782,8.6,,,
,,,121.93644,1713734917785,8.603,,,
,,,121.71774,1713734917788,8.606,,,
,,,121.92899,1713734917791,8.609,,,
,,,122.171,1713734917794,8.612,,,
,,,122.39862,1713734917797,8.615,,,
,,,122.4619,1713734917799,8.617,,,
,,,122.65126,1713734917806,8.624,,,
,,,122.85409,1713734917809,8.627,,,
,,,122.81331,1713734917812,8.63,,,
,,,122.67291,1713734917836,8.654,,,
,,,122.6076,1713734917840,8.658,,,
,,,122.52528,1713734917843,8.661,,,
,,,122.48399,1713734917846,8.664,,,
,,,122.80097,1713734917848,8.666,,,
,,,122.88418,1713734917861,8.679,,,
,,,122.8483,1713734917863,8.681,,,
,,,122.78554,1713734917867,8.685,,,
,,,122.65572,1713734917869,8.687,,,
,,,122.61311,1713734917872,8.69,,,
,,,122.48109,1713734917895,8.713,,,
,,,122.71326,1713734917898,8.716,,,
,,,122.83888,1713734917913,8.731,,,
,,,122.62479,1713734917916,8.734,,,
,,,122.65981,1713734917919,8.737,,,
,,,122.56925,1713734917933,8.751,,,
,,,122.69231,1713734917936,8.754,,,
,,,122.57087,1713734917939,8.757,,,
,,,122.44706,1713734917955,8.773,,,
,,,122.49804,1713734917962,8.78,,,
,,,122.2345,1713734917968,8.786,,,
,,,122.22958,1713734917974,8.792,,,
,,,122.66032,1713734917982,8.8,,,
,,,122.86037,1713734917985,8.803,,,
,,,122.57391,1713734917988,8.806,,,
,,,122.38208,1713734917991,8.809,,,
,,,122.46987,1713734917995,8.813,,,
,,,122.43867,1713734917998,8.816,,,
,,,122.62084,1713734918000,8.818,,,
,,,122.72945,1713734918004,8.822,,,
,,,122.66464,1713734918007,8.825,,,
,,,122.47804,1713734918010,8.828,,,
,,,122.33799,1713734918013,8.831,,,
,,,122.07905,1713734918017,8.835,,,
,,,122.18481,1713734918020,8.838,,,
,,,122.36079,1713734918024,8.842,,,
,,,122.65758,1713734918028,8.846,,,
,,,122.54884,1713734918031,8.849,,,
,,,122.5714,1713734918039,8.857,,,
,,,122.72208,1713734918051,8.869,,,
,,,122.85054,1713734918054,8.872,,,
,,,122.92006,1713734918057,8.875,,,
,,,122.81926,1713734918060,8.878,,,
,,,122.60765,1713734918064,8.882,,,
,,,122.24653,1713734918067,8.885,,,
,,,122.28928,1713734918072,8.89,,,
,,,122.30081,1713734918075,8.893,,,
,,,122.02333,1713734918078,8.896,,,
,,,121.82752,1713734918081,8.899,,,
,,,122.1566,1713734918084,8.902,,,
,,,122.2824,1713734918088,8.906,,,
,,,122.57,1713734918091,8.909,,,
,,,122.61777,1713734918095,8.913,,,
,,,122.82748,1713734918099,8.917,,,
,,,122.38758,1713734918110,8.928,,,
,,,122.34722,1713734918116,8.934,,,
,,,122.48708,1713734918119,8.937,,,
,,,122.33307,1713734918122,8.94,,,
,,,122.45863,1713734918149,8.967,,,
,,,122.52462,1713734918152,8.97,,,
,,,122.59918,1713734918155,8.973,,,
,,,122.70209,1713734918159,8.977,,,
,,,122.69149,1713734918174,8.992,,,
,,,122.78828,1713734918177,8.995,,,
,,,122.70597,1713734918181,8.999,,,
,,,122.66639,1713734918185,9.003,,,
,,,122.59932,1713734918191,9.009,,,
,,,122.48533,1713734918194,9.012,,,
,,,122.23491,1713734918208,9.026,,,
,,,122.01978,1713734918212,9.03,,,
,,,122.34925,1713734918217,9.035,,,
,,,122.25421,1713734918223,9.041,,,
,,,122.28904,1713734918227,9.045,,,
,,,122.68735,1713734918234,9.052,,,
,,,122.81226,1713734918240,9.058,,,
,,,122.56504,1713734918243,9.061,,,
,,,122.38161,1713734918249,9.067,,,
,,,121.97503,1713734918255,9.073,,,
,,,121.93448,1713734918264,9.082,,,
,,,122.10668,1713734918268,9.086,,,
,,,121.95852,1713734918271,9.089,,,
,,,122.02929,1713734918274,9.092,,,
,,,122.06535,1713734918278,9.096,,,
,,,122.18176,1713734918280,9.098,,,
,,,122.45752,1713734918285,9.103,,,
,,,122.44936,1713734918295,9.113,,,
,,,122.1165,1713734918304,9.122,,,
,,,121.78161,1713734918307,9.125,,,
,,,121.60084,1713734918311,9.129,,,
,,,121.42409,1713734918318,9.136,,,
,,,121.62444,1713734918321,9.139,,,
,,,121.82468,1713734918324,9.142,,,
,,,122.20161,1713734918329,9.147,,,
,,,121.90229,1713734918332,9.15,,,
,,,121.84019,1713734918338,9.156,,,
,,,121.88192,1713734918341,9.159,,,
,,,122.27693,1713734918349,9.167,,,
,,,122.20501,1713734918353,9.171,,,
,,,122.06062,1713734918356,9.174,,,
,,,122.13747,1713734918366,9.184,,,
,,,122.38312,1713734918369,9.187,,,
,,,122.32834,1713734918372,9.19,,,
,,,122.37588,1713734918375,9.193,,,
,,,122.41458,1713734918378,9.196,,,
,,,122.13756,1713734918382,9.2,,,
,,,122.17766,1713734918385,9.203,,,
,,,122.16488,1713734918389,9.207,,,
,,,122.08787,1713734918392,9.21,,,
,,,122.19018,1713734918395,9.213,,,
,,,121.91819,1713734918398,9.216,,,
,,,122.41763,1713734918402,9.22,,,
,,,122.454,1713734918406,9.224,,,
,,,122.40804,1713734918409,9.227,,,
,,,122.27912,1713734918412,9.23,,,
,,,122.35532,1713734918422,9.24,,,
,,,122.2848,1713734918425,9.243,,,
,,,122.36029,1713734918428,9.246,,,
,,,122.13267,1713734918436,9.254,,,
,,,122.25091,1713734918439,9.257,,,
,,,122.02439,1713734918443,9.261,,,
,,,122.0908,1713734918446,9.264,,,
,,,122.35609,1713734918453,9.271,,,
,,,122.50926,1713734918456,9.274,,,
,,,122.62698,1713734918460,9.278,,,
,,,122.33317,1713734918469,9.287,,,
,,,122.35314,1713734918472,9.29,,,
,,,122.33178,1713734918475,9.293,,,
,,,122.37811,1713734918483,9.301,,,
,,,122.20802,1713734918486,9.304,,,
,,,122.39167,1713734918489,9.307,,,
,,,122.25507,1713734918493,9.311,,,
,,,122.37237,1713734918496,9.314,,,
,,,122.49624,1713734918503,9.321,,,
,,,122.49987,1713734918507,9.325,,,
,,,122.74281,1713734918510,9.328,,,
,,,122.54111,1713734918513,9.331,,,
,,,122.3743,1713734918516,9.334,,,
,,,122.21138,1713734918519,9.337,,,
,,,122.08101,1713734918523,9.341,,,
,,,122.0148,1713734918526,9.344,,,
,,,122.01641,1713734918529,9.347,,,
,,,121.54583,1713734918532,9.35,,,
,,,121.79554,1713734918535,9.353,,,
,,,121.74624,1713734918538,9.356,,,
,,,121.65976,1713734918542,9.36,,,
,,,121.83579,1713734918545,9.363,,,
,,,121.74181,1713734918548,9.366,,,
,,,121.72736,1713734918552,9.37,,,
,,,121.62288,1713734918555,9.373,,,
,,,121.44361,1713734918558,9.376,,,
,,,121.52055,1713734918562,9.38,,,
,,,121.67583,1713734918570,9.388,,,
,,,121.77451,1713734918574,9.392,,,
,,,121.31739,1713734918577,9.395,,,
,,,121.21775,1713734918580,9.398,,,
,,,121.21128,1713734918583,9.401,,,
,,,120.93713,1713734918586,9.404,,,
,,,120.59688,1713734918590,9.408,,,
,,,120.48812,1713734918599,9.417,,,
,,,121.01378,1713734918607,9.425,,,
,,,121.15885,1713734918611,9.429,,,
,,,121.45363,1713734918614,9.432,,,
,,,121.19168,1713734918616,9.434,,,
,,,120.9346,1713734918622,9.44,,,
,,,121.09564,1713734918624,9.442,,,
,,,121.16165,1713734918628,9.446,,,
,,,121.22853,1713734918631,9.449,,,
,,,121.13586,1713734918634,9.452,,,
,,,121.35436,1713734918638,9.456,,,
,,,121.58829,1713734918641,9.459,,,
,,,121.64577,1713734918644,9.462,,,
,,,121.68142,1713734918647,9.465,,,
,,,121.45375,1713734918651,9.469,,,
,,,121.38664,1713734918655,9.473,,,
,,,121.16943,1713734918658,9.476,,,
,,,121.19982,1713734918661,9.479,,,
,,,121.24898,1713734918665,9.483,,,
,,,121.58213,1713734918670,9.488,,,
,,,121.56598,1713734918673,9.491,,,
,,,121.42948,1713734918677,9.495,,,
,,,121.83515,1713734918680,9.498,,,
,,,121.45373,1713734918684,9.502,,,
,,,121.38158,1713734918687,9.505,,,
,,,121.38347,1713734918691,9.509,,,
,,,121.49444,1713734918693,9.511,,,
,,,121.84511,1713734918697,9.515,,,
,,,121.86321,1713734918702,9.52,,,
,,,121.87017,1713734918706,9.524,,,
,,,121.73496,1713734918709,9.527,,,
,,,121.45831,1713734918712,9.53,,,
,,,121.54579,1713734918716,9.534,,,
,,,121.24329,1713734918719,9.537,,,
,,,120.89071,1713734918722,9.54,,,
,,,121.20703,1713734918726,9.544,,,
,,,120.94954,1713734918729,9.547,,,
,,,120.90009,1713734918732,9.55,,,
,,,121.14851,1713734918735,9.553,,,
,,,121.09645,1713734918738,9.556,,,
,,,121.20553,1713734918742,9.56,,,
,,,121.05618,1713734918745,9.563,,,
,,,121.05447,1713734918748,9.566,,,
,,,121.31019,1713734918751,9.569,,,
,,,121.21431,1713734918754,9.572,,,
,,,121.60217,1713734918758,9.576,,,
,,,121.315,1713734918762,9.58,,,
,,,121.31001,1713734918766,9.584,,,
,,,121.29169,1713734918774,9.592,,,
,,,121.50308,1713734918778,9.596,,,
,,,121.35142,1713734918782,9.6,,,
,,,121.27869,1713734918786,9.604,,,
,,,121.25737,1713734918793,9.611,,,
,,,121.58593,1713734918796,9.614,,,
,,,121.45152,1713734918807,9.625,,,
,,,121.21702,1713734918810,9.628,,,
,,,121.21925,1713734918829,9.647,,,
,,,121.23663,1713734918832,9.65,,,
,,,121.39263,1713734918836,9.654,,,
,,,121.52033,1713734918839,9.657,,,
,,,121.5217,1713734918850,9.668,,,
,,,121.33524,1713734918853,9.671,,,
,,,121.35307,1713734918856,9.674,,,
,,,121.43371,1713734918859,9.677,,,
,,,121.45122,1713734918865,9.683,,,
,,,121.57549,1713734918870,9.688,,,
,,,121.55452,1713734918879,9.697,,,
,,,121.48306,1713734918881,9.699,,,
,,,121.49614,1713734918885,9.703,,,
,,,121.43998,1713734918889,9.707,,,
