thrust time (ms),thrust (N),burn time (s),Pc (psi),Pc time (ms),burn time (s),Interpolated Pc,At (in$2),Ctau
,,,121.51484,1713734918892,9.71,,,
,,,121.56704,1713734918895,9.713,,,
,,,121.52728,1713734918897,9.715,,,
,,,121.70068,1713734918900,9.718,,,
,,,121.92439,1713734918905,9.723,,,
,,,122.32833,1713734918908,9.726,,,
,,,122.25591,1713734918915,9.733,,,
,,,122.03472,1713734918921,9.739,,,
,,,121.85682,1713734918924,9.742,,,
,,,122.06507,1713734918927,9.745,,,
,,,122.22057,1713734918930,9.748,,,
,,,122.35766,1713734918933,9.751,,,
,,,122.30393,1713734918939,9.757,,,
,,,122.22242,1713734918943,9.761,,,
,,,122.37722,1713734918947,9.765,,,
,,,122.11677,1713734918950,9.768,,,
,,,122.26283,1713734918953,9.771,,,
,,,122.40996,1713734918957,9.775,,,
,,,122.35792,1713734918959,9.777,,,
,,,122.58565,1713734918962,9.78,,,
,,,122.39067,1713734918965,9.783,,,
,,,122.29915,1713734918968,9.786,,,
,,,122.28883,1713734918972,9.79,,,
,,,122.21939,1713734918977,9.795,,,
,,,122.3398,1713734918980,9.798,,,
,,,122.07098,1713734918983,9.801,,,
,,,122.20591,1713734918987,9.805,,,
,,,122.28147,1713734918990,9.808,,,
,,,122.33155,1713734918993,9.811,,,
,,,122.66825,1713734918996,9.814,,,
,,,122.40798,1713734919000,9.818,,,
,,,122.29093,1713734919004,9.822,,,
,,,122.15239,1713734919007,9.825,,,
,,,121.81807,1713734919011,9.829,,,
,,,121.85604,1713734919014,9.832,,,
,,,122.04393,1713734919024,9.842,,,
,,,122.06483,1713734919027,9.845,,,
,,,122.29631,1713734919030,9.848,,,
,,,122.13069,1713734919035,9.853,,,
,,,122.28505,1713734919039,9.857,,,
,,,122.33429,1713734919044,9.862,,,
,,,122.33949,1713734919047,9.865,,,
,,,121.93006,1713734919052,9.87,,,
,,,122.14688,1713734919058,9.876,,,
,,,121.8924,1713734919062,9.88,,,
,,,121.96698,1713734919066,9.884,,,
,,,121.89037,1713734919073,9.891,,,
,,,121.753,1713734919079,9.897,,,
,,,121.912,1713734919084,9.902,,,
,,,121.90132,1713734919088,9.906,,,
,,,121.66919,1713734919093,9.911,,,
,,,121.39914,1713734919099,9.917,,,
,,,121.63865,1713734919103,9.921,,,
,,,121.56973,1713734919107,9.925,,,
,,,121.63995,1713734919112,9.93,,,
,,,121.59557,1713734919115,9.933,,,
,,,121.81972,1713734919119,9.937,,,
,,,121.86102,1713734919122,9.94,,,
,,,121.9703,1713734919125,9.943,,,
,,,122.14454,1713734919129,9.947,,,
,,,122.0061,1713734919132,9.95,,,
,,,122.12627,1713734919135,9.953,,,
,,,122.19885,1713734919139,9.957,,,
,,,121.68276,1713734919142,9.96,,,
,,,121.99653,1713734919146,9.964,,,
,,,121.62659,1713734919149,9.967,,,
,,,121.76256,1713734919153,9.971,,,
,,,122.05356,1713734919160,9.978,,,
,,,122.03656,1713734919168,9.986,,,
,,,122.08833,1713734919171,9.989,,,
,,,122.065,1713734919174,9.992,,,
,,,122.16218,1713734919182,10,,,
,,,122.16836,1713734919187,10.005,,,
,,,121.84269,1713734919191,10.009,,,
,,,121.86037,1713734919197,10.015,,,
,,,121.54135,1713734919202,10.02,,,
,,,121.7961,1713734919209,10.027,,,
,,,121.50217,1713734919213,10.031,,,
,,,121.59215,1713734919216,10.034,,,
,,,121.58601,1713734919220,10.038,,,
,,,121.38951,1713734919223,10.041,,,
,,,121.36306,1713734919226,10.044,,,
,,,121.4951,1713734919231,10.049,,,
,,,121.40639,1713734919239,10.057,,,
,,,121.568,1713734919242,10.06,,,
,,,121.57572,1713734919245,10.063,,,
,,,121.49969,1713734919248,10.066,,,
,,,121.46865,1713734919257,10.075,,,
,,,121.49906,1713734919260,10.078,,,
,,,121.60079,1713734919263,10.081,,,
,,,121.59844,1713734919265,10.083,,,
,,,121.6224,1713734919268,10.086,,,
,,,121.53781,1713734919271,10.089,,,
,,,121.22677,1713734919275,10.093,,,
,,,121.51415,1713734919280,10.098,,,
,,,121.49219,1713734919283,10.101,,,
,,,121.25775,1713734919285,10.103,,,
,,,121.43403,1713734919296,10.114,,,
,,,121.71587,1713734919299,10.117,,,
,,,121.65215,1713734919308,10.126,,,
,,,121.5593,1713734919311,10.129,,,
,,,121.84209,1713734919314,10.132,,,
,,,121.69421,1713734919317,10.135,,,
,,,121.45462,1713734919327,10.145,,,
,,,121.4841,1713734919330,10.148,,,
,,,121.51621,1713734919333,10.151,,,
,,,121.44611,1713734919345,10.163,,,
,,,121.2658,1713734919349,10.167,,,
,,,121.38253,1713734919356,10.174,,,
,,,121.30998,1713734919361,10.179,,,
,,,121.35763,1713734919369,10.187,,,
,,,121.38703,1713734919374,10.192,,,
,,,121.43863,1713734919377,10.195,,,
,,,121.69016,1713734919389,10.207,,,
,,,121.43582,1713734919394,10.212,,,
,,,121.6316,1713734919401,10.219,,,
,,,121.63878,1713734919404,10.222,,,
,,,121.62245,1713734919416,10.234,,,
,,,121.74405,1713734919419,10.237,,,
,,,121.73072,1713734919422,10.24,,,
,,,121.64364,1713734919425,10.243,,,
,,,121.67154,1713734919442,10.26,,,
,,,121.61929,1713734919449,10.267,,,
,,,121.44853,1713734919453,10.271,,,
,,,121.16788,1713734919460,10.278,,,
,,,120.96876,1713734919467,10.285,,,
,,,120.8896,1713734919479,10.297,,,
,,,121.02135,1713734919486,10.304,,,
,,,121.31752,1713734919504,10.322,,,
,,,121.49551,1713734919507,10.325,,,
,,,121.46616,1713734919518,10.336,,,
,,,121.67358,1713734919521,10.339,,,
,,,121.69662,1713734919527,10.345,,,
,,,121.47985,1713734919534,10.352,,,
,,,121.76293,1713734919541,10.359,,,
,,,121.62931,1713734919554,10.372,,,
,,,121.81451,1713734919558,10.376,,,
,,,121.87459,1713734919567,10.385,,,
,,,121.65686,1713734919570,10.388,,,
,,,121.83066,1713734919581,10.399,,,
,,,121.75649,1713734919589,10.407,,,
,,,121.78426,1713734919596,10.414,,,
,,,121.71843,1713734919601,10.419,,,
,,,122.0034,1713734919612,10.43,,,
,,,122.1984,1713734919615,10.433,,,
,,,122.33725,1713734919622,10.44,,,
,,,122.176,1713734919625,10.443,,,
,,,122.16285,1713734919628,10.446,,,
,,,122.13293,1713734919645,10.463,,,
,,,122.3521,1713734919651,10.469,,,
,,,122.70619,1713734919658,10.476,,,
,,,122.50966,1713734919664,10.482,,,
,,,122.84048,1713734919667,10.485,,,
,,,122.99347,1713734919670,10.488,,,
,,,123.00991,1713734919683,10.501,,,
,,,122.95901,1713734919693,10.511,,,
,,,122.85694,1713734919703,10.521,,,
,,,122.88136,1713734919706,10.524,,,
,,,123.11323,1713734919713,10.531,,,
,,,122.86213,1713734919719,10.537,,,
,,,123.10777,1713734919731,10.549,,,
,,,123.04173,1713734919735,10.553,,,
,,,122.97746,1713734919742,10.56,,,
,,,123.16259,1713734919747,10.565,,,
,,,123.06841,1713734919754,10.572,,,
,,,123.00017,1713734919761,10.579,,,
,,,123.04488,1713734919769,10.587,,,
,,,122.87253,1713734919776,10.594,,,
,,,122.87601,1713734919783,10.601,,,
,,,122.73747,1713734919789,10.607,,,
,,,122.85747,1713734919795,10.613,,,
,,,123.10323,1713734919808,10.626,,,
,,,123.29186,1713734919815,10.633,,,
,,,123.29053,1713734919823,10.641,,,
,,,123.0439,1713734919831,10.649,,,
,,,123.04032,1713734919839,10.657,,,
,,,123.01738,1713734919847,10.665,,,
,,,123.18132,1713734919854,10.672,,,
,,,123.3305,1713734919860,10.678,,,
,,,123.1278,1713734919868,10.686,,,
,,,122.78128,1713734919871,10.689,,,
,,,122.82104,1713734919874,10.692,,,
,,,122.67808,1713734919877,10.695,,,
,,,122.46747,1713734919880,10.698,,,
,,,122.76834,1713734919883,10.701,,,
,,,122.75834,1713734919886,10.704,,,
,,,122.84897,1713734919889,10.707,,,
,,,123.10711,1713734919892,10.71,,,
,,,123.02798,1713734919895,10.713,,,
,,,123.19513,1713734919898,10.716,,,
,,,123.1097,1713734919901,10.719,,,
,,,122.79102,1713734919904,10.722,,,
,,,122.61927,1713734919907,10.725,,,
,,,122.38337,1713734919914,10.732,,,
,,,122.46162,1713734919917,10.735,,,
,,,122.34186,1713734919926,10.744,,,
,,,122.31447,1713734919929,10.747,,,
,,,122.06615,1713734919931,10.749,,,
,,,122.04713,1713734919934,10.752,,,
,,,122.09615,1713734919937,10.755,,,
,,,121.81947,1713734919940,10.758,,,
,,,121.65575,1713734919943,10.761,,,
,,,121.56556,1713734919946,10.764,,,
,,,121.48125,1713734919948,10.766,,,
,,,121.42453,1713734919951,10.769,,,
,,,121.57012,1713734919954,10.772,,,
,,,121.42046,1713734919956,10.774,,,
,,,121.42097,1713734919959,10.777,,,
,,,121.51714,1713734919962,10.78,,,
,,,121.4377,1713734919964,10.782,,,
,,,121.37149,1713734919967,10.785,,,
,,,121.55119,1713734919970,10.788,,,
,,,121.86113,1713734919972,10.79,,,
,,,121.77432,1713734919981,10.799,,,
,,,121.76985,1713734919983,10.801,,,
,,,121.77732,1713734919986,10.804,,,
,,,122.10923,1713734919989,10.807,,,
,,,122.1473,1713734919991,10.809,,,
,,,122.33104,1713734919994,10.812,,,
,,,122.35353,1713734919997,10.815,,,
,,,122.21518,1713734919999,10.817,,,
,,,122.10599,1713734920002,10.82,,,
,,,122.3014,1713734920004,10.822,,,
,,,122.37812,1713734920007,10.825,,,
,,,122.51638,1713734920010,10.828,,,
,,,122.50645,1713734920013,10.831,,,
,,,122.1107,1713734920026,10.844,,,
,,,122.09883,1713734920029,10.847,,,
,,,122.49079,1713734920032,10.85,,,
,,,122.4951,1713734920043,10.861,,,
,,,122.38637,1713734920046,10.864,,,
,,,122.26452,1713734920050,10.868,,,
,,,122.21396,1713734920055,10.873,,,
,,,121.78138,1713734920062,10.88,,,
,,,121.82799,1713734920065,10.883,,,
,,,121.93294,1713734920068,10.886,,,
,,,121.62809,1713734920071,10.889,,,
,,,121.95992,1713734920074,10.892,,,
,,,121.95123,1713734920077,10.895,,,
,,,121.96479,1713734920080,10.898,,,
,,,122.34319,1713734920083,10.901,,,
,,,122.39465,1713734920087,10.905,,,
,,,122.39745,1713734920090,10.908,,,
,,,122.37843,1713734920093,10.911,,,
,,,122.22316,1713734920096,10.914,,,
,,,122.31253,1713734920100,10.918,,,
,,,122.5418,1713734920103,10.921,,,
,,,122.38534,1713734920114,10.932,,,
,,,122.43245,1713734920117,10.935,,,
,,,122.24156,1713734920130,10.948,,,
,,,121.85743,1713734920133,10.951,,,
,,,122.11821,1713734920136,10.954,,,
,,,122.02972,1713734920139,10.957,,,
,,,122.226,1713734920146,10.964,,,
,,,122.07443,1713734920149,10.967,,,
,,,121.93882,1713734920152,10.97,,,
,,,122.32229,1713734920162,10.98,,,
,,,122.4632,1713734920166,10.984,,,
,,,122.48789,1713734920168,10.986,,,
,,,122.4003,1713734920173,10.991,,,
,,,122.49533,1713734920178,10.996,,,
,,,122.50755,1713734920182,11,,,
,,,122.62219,1713734920189,11.007,,,
,,,122.71203,1713734920192,11.01,,,
,,,122.5822,1713734920194,11.012,,,
,,,122.51451,1713734920197,11.015,,,
,,,122.54053,1713734920201,11.019,,,
,,,122.26614,1713734920204,11.022,,,
,,,122.30999,1713734920207,11.025,,,
,,,122.37733,1713734920209,11.027,,,
,,,122.39546,1713734920212,11.03,,,
,,,122.64867,1713734920215,11.033,,,
,,,122.91119,1713734920218,11.036,,,
,,,122.89425,1713734920221,11.039,,,
,,,123.10783,1713734920224,11.042,,,
,,,123.37978,1713734920226,11.044,,,
,,,123.31641,1713734920229,11.047,,,
,,,123.27608,1713734920232,11.05,,,
,,,123.23159,1713734920235,11.053,,,
,,,123.00206,1713734920238,11.056,,,
,,,122.88077,1713734920241,11.059,,,
,,,122.86158,1713734920244,11.062,,,
,,,122.71176,1713734920247,11.065,,,
,,,122.99571,1713734920250,11.068,,,
,,,123.02284,1713734920254,11.072,,,
,,,123.0275,1713734920260,11.078,,,
,,,122.84371,1713734920263,11.081,,,
,,,122.82813,1713734920266,11.084,,,
,,,122.68682,1713734920269,11.087,,,
,,,122.42148,1713734920272,11.09,,,
,,,122.26495,1713734920275,11.093,,,
,,,122.50149,1713734920285,11.103,,,
,,,122.43239,1713734920288,11.106,,,
,,,122.09989,1713734920291,11.109,,,
,,,122.19875,1713734920294,11.112,,,
,,,122.35279,1713734920298,11.116,,,
,,,122.24336,1713734920304,11.122,,,
,,,122.22706,1713734920309,11.127,,,
,,,121.89668,1713734920316,11.134,,,
,,,122.02263,1713734920318,11.136,,,
,,,122.23085,1713734920326,11.144,,,
,,,122.15591,1713734920332,11.15,,,
,,,122.16148,1713734920337,11.155,,,
,,,122.12478,1713734920342,11.16,,,
,,,122.26427,1713734920346,11.164,,,
,,,122.04175,1713734920351,11.169,,,
,,,121.8495,1713734920356,11.174,,,
,,,122.18304,1713734920362,11.18,,,
,,,122.16607,1713734920367,11.185,,,
,,,122.29992,1713734920370,11.188,,,
,,,122.08299,1713734920378,11.196,,,
,,,122.287,1713734920381,11.199,,,
,,,122.31299,1713734920384,11.202,,,
,,,121.99872,1713734920387,11.205,,,
,,,122.05064,1713734920390,11.208,,,
,,,122.08714,1713734920393,11.211,,,
,,,122.06817,1713734920396,11.214,,,
,,,122.33207,1713734920399,11.217,,,
,,,122.04983,1713734920403,11.221,,,
,,,121.90276,1713734920406,11.224,,,
,,,122.14168,1713734920409,11.227,,,
,,,122.02302,1713734920412,11.23,,,
,,,121.98832,1713734920415,11.233,,,
,,,122.21952,1713734920418,11.236,,,
,,,122.18298,1713734920421,11.239,,,
,,,122.39987,1713734920424,11.242,,,
,,,122.43057,1713734920427,11.245,,,
,,,122.2792,1713734920430,11.248,,,
,,,122.22963,1713734920433,11.251,,,
,,,122.18173,1713734920436,11.254,,,
,,,121.92564,1713734920439,11.257,,,
,,,122.19334,1713734920442,11.26,,,
,,,122.32273,1713734920445,11.263,,,
,,,122.07502,1713734920448,11.266,,,
,,,122.06136,1713734920451,11.269,,,
,,,122.05703,1713734920454,11.272,,,
,,,122.09531,1713734920457,11.275,,,
,,,122.39308,1713734920460,11.278,,,
,,,122.45709,1713734920463,11.281,,,
,,,122.55767,1713734920466,11.284,,,
,,,122.90828,1713734920469,11.287,,,
,,,122.91123,1713734920472,11.29,,,
,,,122.8801,1713734920475,11.293,,,
,,,122.90324,1713734920478,11.296,,,
,,,123.04081,1713734920481,11.299,,,
,,,123.14589,1713734920487,11.305,,,
,,,123.15965,1713734920491,11.309,,,
,,,123.10087,1713734920494,11.312,,,
,,,123.26576,1713734920498,11.316,,,
,,,123.38617,1713734920504,11.322,,,
,,,123.29721,1713734920508,11.326,,,
,,,123.32697,1713734920511,11.329,,,
,,,123.43904,1713734920514,11.332,,,
,,,123.60855,1713734920521,11.339,,,
,,,123.57865,1713734920524,11.342,,,
,,,123.43293,1713734920527,11.345,,,
,,,123.5763,1713734920530,11.348,,,
,,,123.71904,1713734920532,11.35,,,
,,,123.73544,1713734920535,11.353,,,
,,,123.49954,1713734920538,11.356,,,
,,,123.60489,1713734920565,11.383,,,
,,,123.75055,1713734920568,11.386,,,
,,,123.86949,1713734920571,11.389,,,
,,,124.07614,1713734920574,11.392,,,
,,,123.74774,1713734920577,11.395,,,
,,,123.67697,1713734920591,11.409,,,
,,,123.63507,1713734920594,11.412,,,
,,,123.60116,1713734920597,11.415,,,
,,,123.57517,1713734920600,11.418,,,
,,,123.75113,1713734920615,11.433,,,
,,,123.51442,1713734920624,11.442,,,
,,,123.71934,1713734920627,11.445,,,
,,,123.75648,1713734920630,11.448,,,
,,,123.65533,1713734920632,11.45,,,
,,,123.93562,1713734920635,11.453,,,
,,,124.01913,1713734920638,11.456,,,
,,,123.91145,1713734920641,11.459,,,
,,,124.2116,1713734920644,11.462,,,
,,,124.13965,1713734920647,11.465,,,
,,,123.90024,1713734920650,11.468,,,
,,,124.00902,1713734920653,11.471,,,
,,,123.78848,1713734920656,11.474,,,
,,,123.44264,1713734920659,11.477,,,
,,,123.49592,1713734920662,11.48,,,
,,,123.164,1713734920665,11.483,,,
,,,123.02354,1713734920668,11.486,,,
,,,123.04225,1713734920671,11.489,,,
,,,122.85696,1713734920674,11.492,,,
,,,122.53727,1713734920676,11.494,,,
,,,122.36896,1713734920679,11.497,,,
,,,122.39605,1713734920682,11.5,,,
,,,122.38194,1713734920685,11.503,,,
,,,122.46281,1713734920688,11.506,,,
,,,122.51627,1713734920691,11.509,,,
,,,122.42953,1713734920694,11.512,,,
,,,122.64524,1713734920697,11.515,,,
,,,122.57049,1713734920700,11.518,,,
,,,122.38701,1713734920703,11.521,,,
,,,122.56241,1713734920706,11.524,,,
,,,122.47396,1713734920709,11.527,,,
,,,122.23961,1713734920711,11.529,,,
,,,122.35876,1713734920714,11.532,,,
,,,122.18526,1713734920717,11.535,,,
,,,121.85745,1713734920721,11.539,,,
,,,121.91852,1713734920724,11.542,,,
,,,121.81632,1713734920733,11.551,,,
,,,122.06578,1713734920738,11.556,,,
,,,122.18542,1713734920741,11.559,,,
,,,122.47099,1713734920746,11.564,,,
,,,122.49348,1713734920752,11.57,,,
,,,122.46862,1713734920755,11.573,,,
,,,122.4949,1713734920758,11.576,,,
,,,122.61957,1713734920761,11.579,,,
,,,122.29767,1713734920764,11.582,,,
,,,122.2812,1713734920767,11.585,,,
,,,122.14456,1713734920770,11.588,,,
,,,121.8068,1713734920773,11.591,,,
,,,121.778,1713734920775,11.593,,,
,,,121.77253,1713734920778,11.596,,,
,,,121.60988,1713734920781,11.599,,,
,,,121.65831,1713734920784,11.602,,,
,,,121.78255,1713734920792,11.61,,,
,,,122.12556,1713734920799,11.617,,,
,,,122.00635,1713734920806,11.624,,,
,,,121.86882,1713734920808,11.626,,,
,,,122.08071,1713734920819,11.637,,,
,,,122.29388,1713734920823,11.641,,,
,,,122.61116,1713734920830,11.648,,,
,,,122.6955,1713734920833,11.651,,,
,,,122.97613,1713734920836,11.654,,,
,,,122.96447,1713734920847,11.665,,,
,,,123.2648,1713734920852,11.67,,,
,,,123.29054,1713734920858,11.676,,,
,,,123.45244,1713734920862,11.68,,,
,,,123.11087,1713734920867,11.685,,,
,,,123.04519,1713734920873,11.691,,,
,,,123.26788,1713734920879,11.697,,,
,,,123.11351,1713734920884,11.702,,,
,,,122.9441,1713734920889,11.707,,,
,,,123.19359,1713734920896,11.714,,,
,,,123.1089,1713734920902,11.72,,,
,,,122.99648,1713734920905,11.723,,,
,,,123.196,1713734920908,11.726,,,
,,,123.04381,1713734920911,11.729,,,
,,,122.81039,1713734920914,11.732,,,
,,,122.65239,1713734920916,11.734,,,
,,,122.61938,1713734920919,11.737,,,
,,,122.43059,1713734920922,11.74,,,
,,,122.44919,1713734920926,11.744,,,
,,,122.4735,1713734920928,11.746,,,
,,,122.63167,1713734920931,11.749,,,
,,,122.84599,1713734920934,11.752,,,
,,,123.06795,1713734920937,11.755,,,
,,,123.12563,1713734920940,11.758,,,
,,,123.42697,1713734920943,11.761,,,
,,,123.57912,1713734920946,11.764,,,
,,,123.4531,1713734920949,11.767,,,
,,,123.69675,1713734920952,11.77,,,
,,,123.67471,1713734920954,11.772,,,
,,,123.26136,1713734920957,11.775,,,
,,,123.08679,1713734920960,11.778,,,
,,,123.07006,1713734920963,11.781,,,
,,,122.8881,1713734920966,11.784,,,
,,,122.92705,1713734920969,11.787,,,
,,,122.78241,1713734920972,11.79,,,
,,,122.54143,1713734920975,11.793,,,
,,,122.6278,1713734920977,11.795,,,
,,,122.70255,1713734920980,11.798,,,
,,,122.84678,1713734920983,11.801,,,
,,,123.09277,1713734920986,11.804,,,
,,,123.10498,1713734920989,11.807,,,
,,,122.86999,1713734920992,11.81,,,
,,,122.84677,1713734920995,11.813,,,
,,,122.55812,1713734920997,11.815,,,
,,,122.27781,1713734921000,11.818,,,
,,,122.11473,1713734921003,11.821,,,
,,,122.07388,1713734921006,11.824,,,
,,,122.22875,1713734921009,11.827,,,
,,,122.42185,1713734921012,11.83,,,
,,,122.70582,1713734921015,11.833,,,
,,,122.82923,1713734921017,11.835,,,
,,,122.90315,1713734921020,11.838,,,
,,,122.90644,1713734921023,11.841,,,
,,,123.22943,1713734921026,11.844,,,
,,,123.13916,1713734921035,11.853,,,
,,,123.10465,1713734921038,11.856,,,
,,,123.02523,1713734921041,11.859,,,
,,,122.67405,1713734921044,11.862,,,
,,,122.65026,1713734921047,11.865,,,
,,,122.75076,1713734921050,11.868,,,
,,,122.36356,1713734921053,11.871,,,
,,,122.68346,1713734921056,11.874,,,
,,,122.77122,1713734921059,11.877,,,
,,,123.0522,1713734921063,11.881,,,
,,,123.34324,1713734921066,11.884,,,
,,,123.2866,1713734921069,11.887,,,
,,,123.23236,1713734921072,11.89,,,
,,,123.51297,1713734921075,11.893,,,
,,,123.63799,1713734921078,11.896,,,
,,,123.61079,1713734921081,11.899,,,
,,,123.60764,1713734921084,11.902,,,
,,,123.47915,1713734921101,11.919,,,
,,,123.65098,1713734921107,11.925,,,
,,,123.92919,1713734921113,11.931,,,
,,,123.95669,1713734921121,11.939,,,
,,,123.87334,1713734921124,11.942,,,
,,,124.08564,1713734921128,11.946,,,
,,,123.83702,1713734921130,11.948,,,
,,,123.83314,1713734921144,11.962,,,
,,,123.81411,1713734921146,11.964,,,
,,,123.95784,1713734921153,11.971,,,
,,,123.93802,1713734921156,11.974,,,
,,,123.84862,1713734921159,11.977,,,
,,,123.69807,1713734921169,11.987,,,
,,,123.40116,1713734921173,11.991,,,
,,,123.20176,1713734921176,11.994,,,
,,,123.38744,1713734921178,11.996,,,
,,,123.6389,1713734921193,12.011,,,
,,,123.96697,1713734921196,12.014,,,
,,,123.8667,1713734921199,12.017,,,
,,,123.72521,1713734921211,12.029,,,
,,,123.85049,1713734921214,12.032,,,
,,,123.5527,1713734921217,12.035,,,
,,,123.62142,1713734921239,12.057,,,
,,,123.69496,1713734921246,12.064,,,
,,,123.86804,1713734921249,12.067,,,
,,,123.80068,1713734921252,12.07,,,
,,,123.51352,1713734921271,12.089,,,
,,,123.44805,1713734921273,12.091,,,
,,,123.38157,1713734921276,12.094,,,
,,,123.4151,1713734921279,12.097,,,
